question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
1,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
2,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
3,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
4,ASIS_20161108_HerpInv_Database,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
5,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
6,NorthernPlainsFireManagement,0.5,0.5,0.5,0.6666666666666666,0.4,0.5
7,PacificIslandLandbirds,0.5,1.0,0.6666666666666666,0.0,0.0,0.0
8,CratersWildlifeObservations,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
9,NorthernPlainsFireManagement,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
10,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5714285714285715
11,CratersWildlifeObservations,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
12,SBODemoUS-General,0.0,0.0,0.0,0.0,0.0,0.0
13,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
14,NorthernPlainsFireManagement,0.6666666666666666,1.0,0.8,0.42857142857142855,1.0,0.6
15,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,0.4
16,NYSED_SRC2022,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
17,ASIS_20161108_HerpInv_Database,0.5,0.5,0.5,0.08333333333333333,0.3333333333333333,0.13333333333333333
18,NTSB,0.3333333333333333,1.0,0.5,0.030303030303030304,0.5,0.05714285714285715
19,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
20,KlamathInvasiveSpecies,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.5,0.25
21,PacificIslandLandbirds,1.0,0.25,0.4,1.0,0.14285714285714285,0.25
22,SBODemoUS-Finance,0.0,0.0,0.0,0.0,0.0,0.0
23,CratersWildlifeObservations,0.0,0.0,0.0,0.0,0.0,0.0
24,CratersWildlifeObservations,1.0,1.0,1.0,0.0,0.0,0.0
25,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
26,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
27,SBODemoUS-Service,0.0,0.0,0.0,0.0,0.0,0.0
28,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
29,NTSB,1.0,0.3333333333333333,0.5,0.2857142857142857,0.4,0.3333333333333333
30,ASIS_20161108_HerpInv_Database,0.5,1.0,0.6666666666666666,0.25,0.5,0.3333333333333333
31,SBODemoUS-General,0.0,0.0,0.0,0.0,0.0,0.0
32,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
33,NTSB,0.5,1.0,0.6666666666666666,0.04081632653061224,1.0,0.07843137254901959
34,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
35,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
36,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
37,NorthernPlainsFireManagement,1.0,1.0,1.0,0.5,0.5,0.5
38,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
39,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
40,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
41,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
