question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
1,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
2,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
3,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
4,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
5,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
6,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
7,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
8,CratersWildlifeObservations,0.0,0.0,0.0,0.0,0.0,0.0
9,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
10,NYSED_SRC2022,0.07142857142857142,1.0,0.13333333333333333,0.08333333333333333,0.6666666666666666,0.14814814814814814
11,CratersWildlifeObservations,0.0,0.0,0.0,0.0,0.0,0.0
12,SBODemoUS-General,0.0,0.0,0.0,0.0,0.0,0.0
13,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
14,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
15,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
16,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
17,ASIS_20161108_HerpInv_Database,0.5,0.5,0.5,0.1111111111111111,0.3333333333333333,0.16666666666666666
18,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
19,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
20,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
21,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
22,SBODemoUS-Finance,0.0,0.0,0.0,0.0,0.0,0.0
23,CratersWildlifeObservations,0.0,0.0,0.0,0.0,0.0,0.0
24,CratersWildlifeObservations,0.0,0.0,0.0,0.0,0.0,0.0
25,NYSED_SRC2022,0.2,0.5,0.28571428571428575,0.023809523809523808,0.16666666666666666,0.041666666666666664
26,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
27,SBODemoUS-Service,0.0,0.0,0.0,0.0,0.0,0.0
28,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
29,NTSB,0.125,0.3333333333333333,0.18181818181818182,0.125,0.1,0.11111111111111112
30,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
31,SBODemoUS-General,0.0,0.0,0.0,0.0,0.0,0.0
32,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
33,NTSB,0.14285714285714285,1.0,0.25,0.0,0.0,0.0
34,NTSB,0.14285714285714285,1.0,0.25,0.1111111111111111,1.0,0.19999999999999998
35,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
36,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
37,NorthernPlainsFireManagement,0.2222222222222222,1.0,0.3636363636363636,0.6666666666666666,0.5,0.5714285714285715
38,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
39,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
40,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
41,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
42,SBODemoUS-Sales Opportunities,0.0,0.0,0.0,0.0,0.0,0.0
